invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,vat,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating,time_of_day,day_of_week,month
239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.3850,491.09,2019-01-21,16:37:00,Ewallet,467.70,4.761904762,23.3850,8.0,Evening,Monday   ,January  
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.8780,291.44,2019-03-08,17:11:00,Credit card,277.56,4.761904762,13.8780,9.5,Evening,Friday   ,March    
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.0700,316.47,2019-02-10,12:28:00,Ewallet,301.40,4.761904762,15.0700,9.2,Afternoon,Sunday   ,February 
568-90-5112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.2280,277.79,2019-03-19,12:46:00,Credit card,264.56,4.761904762,13.2280,5.6,Afternoon,Tuesday  ,March    
262-47-2794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.7440,603.62,2019-03-06,15:07:00,Credit card,574.88,4.761904762,28.7440,6.2,Afternoon,Wednesday,March    
238-49-0436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.9840,272.66,2019-03-27,13:48:00,Credit card,259.68,4.761904762,12.9840,4.9,Afternoon,Wednesday,March    
608-96-3517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.3080,384.47,2019-03-23,19:20:00,Credit card,366.16,4.761904762,18.3080,4.8,Evening,Saturday ,March    
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.0960,254.02,2019-03-11,16:07:00,Credit card,241.92,4.761904762,12.0960,7.3,Evening,Monday   ,March    
746-94-0204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.4580,786.62,2019-01-29,11:56:00,Credit card,749.16,4.761904762,37.4580,7.4,Morning,Tuesday  ,January  
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.9440,103.82,2019-02-07,18:23:00,Ewallet,98.88,4.761904762,4.9440,9.9,Evening,Thursday ,February 
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.3880,680.15,2019-01-28,13:05:00,Cash,647.76,4.761904762,32.3880,9.3,Afternoon,Monday   ,January  
782-95-9291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.52,2019-02-20,15:55:00,Credit card,461.45,4.761904762,23.0725,9.0,Afternoon,Wednesday,February 
279-74-2924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.78,2019-01-04,19:40:00,Cash,72.17,4.761904762,3.6085,6.1,Evening,Friday   ,January  
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.5700,263.97,2019-03-07,13:58:00,Ewallet,251.40,4.761904762,12.5700,9.7,Afternoon,Thursday ,March    
743-04-1105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.7490,918.73,2019-03-30,14:43:00,Ewallet,874.98,4.761904762,43.7490,6.0,Afternoon,Saturday ,March    
423-57-2993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.0170,588.36,2019-03-27,19:18:00,Ewallet,560.34,4.761904762,28.0170,10.0,Evening,Wednesday,March    
894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.2720,362.71,2019-01-19,19:39:00,Credit card,345.44,4.761904762,17.2720,8.3,Evening,Saturday ,January  
275-28-0149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.87,2019-02-25,16:21:00,Cash,63.69,4.761904762,3.1845,6.0,Evening,Monday   ,February 
101-17-6199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.56,2019-03-13,19:44:00,Credit card,320.53,4.761904762,16.0265,7.0,Evening,Wednesday,March    
423-80-0988,C,Naypyitaw,Normal,Male,Sports and travel,76.40,2,7.6400,160.44,2019-01-30,19:42:00,Ewallet,152.80,4.761904762,7.6400,6.5,Evening,Wednesday,January  
548-46-9322,B,Mandalay,Normal,Male,Food and beverages,39.90,10,19.9500,418.95,2019-02-20,15:24:00,Credit card,399.00,4.761904762,19.9500,5.9,Afternoon,Wednesday,February 
505-02-0892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.0280,357.59,2019-02-25,14:12:00,Ewallet,340.56,4.761904762,17.0280,5.6,Afternoon,Monday   ,February 
234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.7900,1003.59,2019-01-16,13:32:00,Cash,955.80,4.761904762,47.7900,4.8,Afternoon,Wednesday,January  
687-47-8271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.4900,1039.29,2019-02-08,16:20:00,Credit card,989.80,4.761904762,49.4900,8.7,Evening,Friday   ,February 
796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.3840,323.06,2019-01-19,16:31:00,Cash,307.68,4.761904762,15.3840,6.5,Evening,Saturday ,January  
105-31-1824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.3320,510.97,2019-02-01,15:10:00,Credit card,486.64,4.761904762,24.3320,8.5,Afternoon,Friday   ,February 
249-42-3782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.55,2019-01-03,11:36:00,Ewallet,350.05,4.761904762,17.5025,5.5,Morning,Thursday ,January  
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.26,2019-01-26,12:45:00,Credit card,400.25,4.761904762,20.0125,9.4,Afternoon,Saturday ,January  
733-33-4967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.3400,175.14,2019-03-03,19:17:00,Cash,166.80,4.761904762,8.3400,6.3,Evening,Sunday   ,March    
608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.8670,333.21,2019-01-19,17:34:00,Credit card,317.34,4.761904762,15.8670,9.8,Evening,Saturday ,January  
414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.9160,166.24,2019-01-18,12:04:00,Ewallet,158.32,4.761904762,7.9160,8.7,Afternoon,Friday   ,January  
827-26-2100,A,Yangon,Member,Male,Home and lifestyle,33.84,9,15.2280,319.79,2019-03-21,16:21:00,Ewallet,304.56,4.761904762,15.2280,8.8,Evening,Thursday ,March    
175-54-2529,A,Yangon,Member,Male,Food and beverages,22.17,8,8.8680,186.23,2019-03-03,17:01:00,Credit card,177.36,4.761904762,8.8680,9.6,Evening,Sunday   ,March    
139-52-2867,C,Naypyitaw,Normal,Female,Fashion accessories,22.51,7,7.8785,165.45,2019-02-13,10:50:00,Credit card,157.57,4.761904762,7.8785,4.8,Morning,Wednesday,February 
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.1640,465.44,2019-03-23,19:16:00,Ewallet,443.28,4.761904762,22.1640,4.4,Evening,Saturday ,March    
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.80,3,13.0200,273.42,2019-01-28,16:47:00,Ewallet,260.40,4.761904762,13.0200,9.9,Evening,Monday   ,January  
130-98-8941,C,Naypyitaw,Normal,Male,Fashion accessories,64.26,7,22.4910,472.31,2019-02-09,10:00:00,Cash,449.82,4.761904762,22.4910,5.7,Morning,Saturday ,February 
434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.3880,323.15,2019-01-23,11:51:00,Cash,307.76,4.761904762,15.3880,7.7,Morning,Wednesday,January  
851-28-6367,A,Yangon,Member,Male,Sports and travel,15.50,10,7.7500,162.75,2019-03-23,10:55:00,Ewallet,155.00,4.761904762,7.7500,8.0,Morning,Saturday ,March    
824-88-3614,C,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.7240,288.20,2019-01-25,15:00:00,Ewallet,274.48,4.761904762,13.7240,5.7,Afternoon,Friday   ,January  
586-25-0848,A,Yangon,Normal,Female,Sports and travel,12.34,7,4.3190,90.70,2019-03-04,11:19:00,Credit card,86.38,4.761904762,4.3190,6.7,Morning,Monday   ,March    
895-66-0685,B,Mandalay,Member,Male,Food and beverages,18.08,3,2.7120,56.95,2019-03-05,19:46:00,Ewallet,54.24,4.761904762,2.7120,8.0,Evening,Tuesday  ,March    
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.49,8,37.7960,793.72,2019-03-03,19:00:00,Ewallet,755.92,4.761904762,37.7960,7.5,Evening,Sunday   ,March    
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.2940,195.17,2019-02-08,10:53:00,Cash,185.88,4.761904762,9.2940,7.0,Morning,Friday   ,February 
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.77,2019-02-10,12:50:00,Ewallet,74.07,4.761904762,3.7035,9.9,Afternoon,Sunday   ,February 
593-65-1552,C,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.9620,293.20,2019-01-28,20:50:00,Credit card,279.24,4.761904762,13.9620,5.9,Evening,Monday   ,January  
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.5560,242.68,2019-02-11,10:39:00,Credit card,231.12,4.761904762,11.5560,7.2,Morning,Monday   ,February 
437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.3520,154.39,2019-01-15,13:41:00,Ewallet,147.04,4.761904762,7.3520,4.6,Afternoon,Tuesday  ,January  
286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.80,9,39.5100,829.71,2019-03-16,19:08:00,Cash,790.20,4.761904762,39.5100,9.2,Evening,Saturday ,March    
641-43-2399,B,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.1100,107.31,2019-01-26,20:23:00,Ewallet,102.20,4.761904762,5.1100,5.7,Evening,Saturday ,January  
831-07-6050,A,Yangon,Normal,Male,Electronic accessories,32.71,5,8.1775,171.73,2019-03-19,11:30:00,Credit card,163.55,4.761904762,8.1775,9.9,Morning,Tuesday  ,March    
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.00,2019-01-13,19:30:00,Cash,74.29,4.761904762,3.7145,5.0,Evening,Sunday   ,January  
848-24-9445,C,Naypyitaw,Member,Male,Health and beauty,43.70,2,4.3700,91.77,2019-03-26,18:03:00,Cash,87.40,4.761904762,4.3700,4.9,Evening,Tuesday  ,March    
856-22-8149,A,Yangon,Normal,Female,Home and lifestyle,25.29,1,1.2645,26.55,2019-03-23,10:13:00,Ewallet,25.29,4.761904762,1.2645,6.1,Morning,Saturday ,March    
699-01-4164,C,Naypyitaw,Normal,Male,Health and beauty,41.50,4,8.3000,174.30,2019-03-12,19:58:00,Credit card,166.00,4.761904762,8.3000,8.2,Evening,Tuesday  ,March    
420-11-4919,C,Naypyitaw,Member,Female,Food and beverages,71.39,5,17.8475,374.80,2019-02-17,19:57:00,Credit card,356.95,4.761904762,17.8475,5.5,Evening,Sunday   ,February 
